t	S1	S2	S3	S4	S5	S6	S7
5.337668834417208075e+00	1.423495315956173402e+00	2.260787956991389402e-01	4.165118005357615338e-02	9.782922706516886113e-02	8.945552747376353531e-02	2.148952276096348868e+00	6.500851324148279597e-02
5.342671335667834143e+00	1.430840437860889436e+00	2.289724172435430305e-01	4.174054377154029494e-02	9.754031350365141573e-02	8.649541957096662514e-02	2.105482921628663906e+00	6.463850673189330820e-02
5.347673836918459322e+00	1.438072946662968699e+00	2.319895790756046072e-01	4.185110936544610832e-02	9.727557495776158192e-02	8.987484246065391424e-02	2.193751059692528926e+00	6.427240773106143723e-02
5.352676338169084502e+00	1.445190170265209684e+00	2.351312585587518045e-01	4.198250149163480771e-02	9.703505342541207668e-02	8.898922496007143079e-02	2.159744864132178144e+00	6.391031224749608997e-02
5.357678839419709682e+00	1.452189377186871688e+00	2.383985095867620085e-01	4.213435838934720401e-02	9.681878851651094797e-02	9.409980268762314914e-02	2.222829748761699697e+00	6.355231507891971610e-02
5.362681340670334862e+00	1.459067768761530770e+00	2.417924656091416102e-01	4.230633332302100730e-02	9.662682006822477521e-02	8.958166633234501686e-02	1.954572347063014748e+00	6.319850982388412752e-02
5.367683841920960042e+00	1.465822484113135982e+00	2.453143377903657663e-01	4.249809366174935737e-02	9.645918642951024913e-02	9.430429744578758267e-02	2.071696455929312286e+00	6.284898887763026853e-02
5.372686343171585222e+00	1.472450589925676123e+00	2.489654206510223400e-01	4.270932208055172596e-02	9.631592791339481374e-02	8.886196098779991503e-02	2.067136954993178399e+00	6.250384349240858950e-02
5.377688844422211289e+00	1.478949086637682431e+00	2.527470886187819787e-01	4.293971585742338559e-02	9.619708469936190387e-02	8.845212285945200370e-02	2.218509672207491956e+00	6.216316373979015319e-02
5.382691345672836469e+00	1.485314897280621160e+00	2.566608037872557535e-01	4.318898769471732346e-02	9.610270045840638153e-02	9.906950865012485730e-02	2.093816882869696805e+00	6.182703861912080406e-02
5.387693846923461649e+00	1.491544872995552051e+00	2.607081120333320512e-01	4.345686533350122394e-02	9.603282056077148965e-02	9.119184558440164567e-02	1.920053118461889863e+00	6.149555600256905591e-02
5.392696348174086829e+00	1.497635780595780064e+00	2.648906533199077429e-01	4.374309211377085116e-02	9.598749584850792271e-02	1.009340036954120279e-01	2.071584042313875162e+00	6.116880279777108659e-02
5.397698849424712009e+00	1.503584310004434821e+00	2.692101554597678414e-01	4.404742665487215714e-02	9.596678039208771105e-02	9.486663221648260202e-02	1.900030165080525357e+00	6.084686484868461614e-02
5.402701350675337189e+00	1.509387073308101845e+00	2.736684352332430237e-01	4.436964283602232856e-02	9.597073175054333938e-02	9.995559463461167748e-02	2.094523876867466328e+00	6.052982695179336126e-02
5.407703851925963257e+00	1.515040577991012105e+00	2.782674227543903700e-01	4.470953059478848662e-02	9.599941891866296817e-02	1.033325323886486041e-01	1.920169630827019747e+00	6.021777323045346408e-02
5.412706353176588436e+00	1.520541250878713946e+00	2.830091394877082278e-01	4.506689524748774822e-02	9.605291523289319344e-02	1.032132767005076168e-01	2.012905825625916911e+00	5.991078679785925148e-02
5.417708854427213616e+00	1.525885427063761846e+00	2.878957093438372916e-01	4.544155776203228497e-02	9.613130134257333315e-02	9.905072260192450406e-02	1.975491047747105267e+00	5.960894993058064861e-02
5.422711355677838796e+00	1.531069324130367448e+00	2.929293848491302255e-01	4.583335537757621952e-02	9.623467201042797126e-02	1.029240254044384295e-01	1.908655574120379894e+00	5.931234447902292151e-02
5.427713856928463976e+00	1.536089073319703902e+00	2.981125152106103848e-01	4.624214086839120719e-02	9.636312798786247913e-02	1.018273718697318558e-01	2.059330915105956006e+00	5.902105136555980264e-02
5.432716358179089156e+00	1.540940695425223161e+00	3.034475723547988002e-01	4.666778310474149066e-02	9.651678186456415232e-02	1.070522148060542161e-01	1.925537944336403129e+00	5.873515098108762073e-02
5.437718859429714335e+00	1.545620082351186531e+00	3.089371712967178274e-01	4.711016747915035968e-02	9.669576239848103050e-02	1.112502367281120869e-01	1.942975615543435008e+00	5.845472349121721284e-02
5.442721360680340403e+00	1.550123018830083854e+00	3.145840464319319407e-01	4.756919553655985372e-02	9.690020912969030120e-02	1.023378356334586486e-01	1.987934134398250619e+00	5.817984847900099787e-02
5.447723861930965583e+00	1.554445153632538990e+00	3.203910850036182367e-01	4.804478617980161709e-02	9.713027779193350586e-02	1.139702742455333817e-01	1.862377210627325752e+00	5.791060543981253056e-02
5.452726363181590763e+00	1.558582016550759342e+00	3.263613070716524511e-01	4.853687476783234006e-02	9.738613751723027012e-02	1.076504967081039765e-01	1.890203372448478802e+00	5.764707348118186525e-02
5.457728864432215943e+00	1.562528984368570129e+00	3.324979070602869791e-01	4.904541402129771605e-02	9.766797761738066352e-02	1.119091421869952141e-01	1.864364300573835509e+00	5.738933185737200154e-02
5.462731365682841123e+00	1.566281297111983495e+00	3.388042338232721828e-01	4.957037365758740211e-02	9.797600425439896565e-02	1.117321261144556266e-01	1.784337824126020156e+00	5.713745971883177344e-02
5.467733866933466302e+00	1.569834034319075311e+00	3.452838207622778710e-01	5.011174129414418948e-02	9.831044443124684062e-02	1.092677035288144305e-01	1.960608203978028818e+00	5.689153646958394761e-02
5.472736368184091482e+00	1.573182110292190128e+00	3.519403916863761972e-01	5.066952257646715335e-02	9.867154691988580528e-02	1.151032802525982224e-01	1.893018228890471333e+00	5.665164184045388962e-02
5.477738869434717550e+00	1.576320275089776901e+00	3.587778601650191135e-01	5.124374137961081044e-02	9.905958147527284263e-02	1.194697972779012463e-01	1.873713118102981134e+00	5.641785586662653035e-02
5.482741370685342730e+00	1.579243077079057089e+00	3.658003777952210100e-01	5.183444154172532625e-02	9.947484432500673657e-02	1.102534238374920650e-01	1.859405725131930476e+00	5.619025944206785389e-02
5.487743871935967910e+00	1.581944894045736794e+00	3.730122941608189358e-01	5.244168528863668577e-02	9.991765385136976152e-02	1.210329398306589366e-01	1.867231030189530516e+00	5.596893384950666489e-02
5.492746373186593090e+00	1.584419872409848828e+00	3.804182371889484049e-01	5.306555586541945174e-02	1.003883593129447777e-01	1.229508448657776754e-01	1.788864117480844174e+00	5.575396158210834535e-02
5.497748874437218269e+00	1.586661947575147780e+00	3.880230863381007866e-01	5.370615690394669323e-02	1.008873375816619067e-01	1.211007460504943678e-01	1.701231016766374893e+00	5.554542606506526758e-02
5.502751375687843449e+00	1.588664811436689472e+00	3.958320164678248432e-01	5.436361449045309935e-02	1.014149967945687236e-01	1.270801015572668446e-01	1.744870422967768508e+00	5.534341205559773630e-02
5.507753876938469517e+00	1.590421912908356328e+00	4.038504976105119493e-01	5.503807664550163653e-02	1.019717766928825847e-01	1.246578822045125573e-01	1.902338505567916505e+00	5.514800561864923595e-02
5.512756378189094697e+00	1.591926419189830577e+00	4.120843481311038392e-01	5.572971516797786684e-02	1.025581534033812997e-01	1.249281986599279221e-01	1.775596963701103093e+00	5.495929457121175726e-02
5.517758879439719877e+00	1.593171212191824893e+00	4.205397402557081166e-01	5.643872602134927113e-02	1.031746395725079424e-01	1.257832039830148740e-01	1.705595032875046213e+00	5.477736848798733099e-02
5.522761380690345057e+00	1.594148858617360442e+00	4.292232415910459675e-01	5.716533080808045009e-02	1.038217879280557421e-01	1.203971921911839021e-01	1.689530279385841993e+00	5.460231902112078900e-02
5.527763881940970236e+00	1.594851582878825003e+00	4.381418538926876716e-01	5.790977850015380929e-02	1.045001936153684141e-01	1.319199362420465094e-01	1.760734486806943000e+00	5.443424014645388553e-02
5.532766383191595416e+00	1.595271254595852284e+00	4.473030306187459892e-01	5.867234606487176096e-02	1.052104956352540449e-01	1.253486578587773292e-01	1.648036899756413654e+00	5.427322828749247402e-02
5.537768884442220596e+00	1.595399337052242350e+00	4.567147511248814684e-01	5.945334098996681721e-02	1.059533823603031055e-01	1.310171356230865614e-01	1.723514836582446863e+00	5.411938275052942393e-02
5.542771385692846664e+00	1.595226865570468888e+00	4.663855517757367064e-01	6.025310269913881217e-02	1.067295935317643940e-01	1.365780864546752849e-01	1.547865704735925219e+00	5.397280590572017811e-02
5.547773886943471844e+00	1.594744407940696052e+00	4.763245834562047087e-01	6.107200514812179126e-02	1.075399238368857369e-01	1.392035116894544122e-01	1.530543226957862935e+00	5.383360349137238793e-02
5.552776388194097024e+00	1.593942018237328728e+00	4.865416796143619549e-01	6.191045880446668925e-02	1.083852276795633368e-01	1.402368650908210890e-01	1.589479309265430018e+00	5.370188495460934130e-02
5.557778889444722203e+00	1.592809200389773139e+00	4.970474099035268045e-01	6.276891269026425857e-02	1.092664226526739862e-01	1.304099265920175277e-01	1.536024281428115534e+00	5.357776371094533086e-02
5.562781390695347383e+00	1.591334834968195722e+00	5.078531886528051542e-01	6.364785838756129022e-02	1.101844964978879321e-01	1.346465128991181925e-01	1.663877488734877064e+00	5.346135764279372898e-02
5.567783891945972563e+00	1.589507126157809980e+00	5.189713547638107327e-01	6.454783313306024228e-02	1.111405116290310469e-01	1.352594920264293399e-01	1.456685640627610301e+00	5.335278942587902418e-02
5.572786393196597743e+00	1.587313549313319250e+00	5.304152504909993571e-01	6.546942260542552849e-02	1.121356099783764187e-01	1.317027005823315777e-01	1.617021796645819132e+00	5.325218685648120537e-02
5.577788894447223811e+00	1.584740729792223801e+00	5.421994050405225529e-01	6.641326728645510769e-02	1.131710240454300020e-01	1.507592569113503644e-01	1.671336461803873963e+00	5.315968355868844197e-02
5.582791395697848991e+00	1.581774379951745857e+00	5.543396312030334228e-01	6.738006655710479520e-02	1.142480820296055410e-01	1.489370278416794202e-01	1.644926428383113759e+00	5.307541931101010524e-02
5.587793896948474170e+00	1.578399185839573171e+00	5.668531997941680389e-01	6.837058443731974799e-02	1.153682178842246747e-01	1.445343644336184452e-01	1.500214701507327275e+00	5.299954063991530601e-02
5.592796398199099350e+00	1.574598682781086501e+00	5.797590324472448042e-01	6.938565606619101489e-02	1.165329821544376504e-01	1.438373233611607571e-01	1.429669662891043247e+00	5.293220143605618933e-02
5.597798899449724530e+00	1.570355110143118349e+00	5.930779282023140864e-01	7.042619555475196358e-02	1.177440542808694118e-01	1.462402593821701402e-01	1.513615897277915900e+00	5.287356363469978421e-02
5.602801400700349710e+00	1.565649239928668113e+00	6.068328331378316509e-01	7.149320524718734415e-02	1.190032566767425248e-01	1.479747424229179986e-01	1.648506365975821897e+00	5.282379797799170024e-02
5.607803901950974890e+00	1.560460177043952790e+00	6.210491571565025515e-01	7.258778585426539642e-02	1.203125713583202971e-01	1.446916273399312669e-01	1.521057751841960570e+00	5.278308484720312110e-02
5.612806403201600958e+00	1.554765117662713081e+00	6.357551589772235667e-01	7.371114971381366454e-02	1.216741593034430247e-01	1.547348855104763443e-01	1.518504182139034597e+00	5.275161522803922809e-02
5.617808904452226137e+00	1.548539077194290847e+00	6.509823839864362638e-01	7.486463456190123322e-02	1.230903822082097671e-01	1.537688967805889984e-01	1.462104154903433928e+00	5.272959172411862544e-02
5.622811405702851317e+00	1.541754543663863553e+00	6.667662253551172036e-01	7.604972094636146263e-02	1.245638299052452547e-01	1.524726338379040202e-01	1.625474777557901929e+00	5.271722978997267495e-02
5.627813906953476497e+00	1.534381070283054482e+00	6.831465887901009282e-01	7.726805302967024169e-02	1.260973515783355425e-01	1.571432131081940409e-01	1.406459498770208594e+00	5.271475909171971508e-02
5.632816408204101677e+00	1.526384777199164544e+00	7.001687118067849713e-01	7.852146319281869125e-02	1.276940934263715577e-01	1.651226244537818133e-01	1.371601475172742557e+00	5.272242507206854195e-02
5.637818909454726857e+00	1.517727714693000829e+00	7.178842177718183226e-01	7.981200388675442625e-02	1.293575456920324773e-01	1.578636524231713523e-01	1.395280404887740078e+00	5.274049083187774128e-02
5.642821410705352925e+00	1.508367122532052518e+00	7.363523526313537904e-01	8.114198322739694935e-02	1.310915962773051002e-01	1.622027091520644726e-01	1.383349584199755622e+00	5.276923916488743260e-02
5.647823911955978105e+00	1.498254456511724619e+00	7.556416212423798795e-01	8.251401104489554383e-02	1.329005997935192029e-01	1.657566024570296670e-01	1.403045523832639807e+00	5.280897507588446643e-02
5.652826413206603284e+00	1.487334175970236094e+00	7.758318419882450634e-01	8.393105555408675311e-02	1.347894608882824197e-01	1.593269583908784037e-01	1.382274974270469858e+00	5.286002868998371934e-02
5.657828914457228464e+00	1.475542143830250730e+00	7.970168782376878536e-01	8.539651683734390819e-02	1.367637413625118481e-01	1.611870072653430463e-01	1.247447301020762733e+00	5.292275881325905068e-02
5.662831415707853644e+00	1.462803619848828118e+00	8.193080918177912952e-01	8.691431665278594176e-02	1.388297904486937850e-01	1.568956843361887510e-01	1.327027655514297466e+00	5.299755704492185859e-02
5.667833916958478824e+00	1.449030527850325267e+00	8.428390812234026752e-01	8.848901732315395119e-02	1.409949168175552714e-01	1.654194720387521245e-01	1.384814916293473974e+00	5.308485294358242235e-02
5.672836418209104004e+00	1.434117810071813715e+00	8.677720539757803886e-01	9.012597655172975564e-02	1.432676092239149046e-01	1.742689770017129269e-01	1.356127898377089247e+00	5.318512030027920667e-02
5.677838919459730072e+00	1.417938406011853170e+00	8.943066708236386830e-01	9.183155508220265661e-02	1.456578288045602965e-01	1.691331992394116968e-01	1.237321410944888900e+00	5.329888498508148637e-02
5.682841420710355251e+00	1.400336224196640833e+00	9.226925258197581359e-01	9.361339606705781913e-02	1.481774008654968000e-01	1.720796008150629608e-01	1.138949051393401302e+00	5.342673482763499876e-02
5.687843921960980431e+00	1.381115964837551946e+00	9.532473630950463184e-01	9.548081615725478866e-02	1.508405547075568343e-01	1.693366001180615088e-01	1.120411480462960352e+00	5.356933237414147203e-02
5.692846423211605611e+00	1.360028074603168546e+00	9.863842240106915904e-01	9.744536023114236389e-02	1.536646799872272429e-01	1.789432424785357412e-01	1.253217412659637375e+00	5.372743152693597313e-02
5.697848924462230791e+00	1.336745577920634087e+00	1.022653594869977534e+00	9.952161512744372995e-02	1.566714229393918745e-01	1.674392106125212332e-01	9.991638276155268006e-01	5.390189986639513930e-02
5.702851425712855971e+00	1.310826997120714710e+00	1.062811412352823615e+00	1.017284465165535084e-01	1.598883253175074071e-01	1.679855007044770143e-01	9.817371791581682716e-01	5.409374930547082572e-02
5.707853926963481150e+00	1.281654017356546271e+00	1.107934330933303846e+00	1.040909534343546355e-01	1.633513757015334078e-01	1.794892573481320641e-01	9.363126081215353835e-01	5.430417952265560039e-02
5.712856428214107218e+00	1.248320282862249719e+00	1.159627038203803862e+00	1.066437218123297975e-01	1.671091818163201459e-01	1.733665640266572050e-01	9.336383306095999979e-01	5.453464191543608980e-02
5.717858929464732398e+00	1.209418131555120679e+00	1.220423054804718133e+00	1.094365795931285523e-01	1.712302238286110556e-01	1.791856374438941801e-01	7.743709886447038837e-01	5.478693837440379300e-02
5.722861430715357578e+00	1.162593950615726790e+00	1.294626792281045713e+00	1.125455494137273665e-01	1.758164409889820257e-01	1.773437739534639845e-01	8.198393804404410234e-01	5.506338321171343198e-02
5.727863931965982758e+00	1.103542512557711408e+00	1.390230218083411629e+00	1.160954405799400624e-01	1.810310763836909809e-01	1.814431187862830530e-01	5.307485890782256410e-01	5.536708998901506557e-02
5.732866433216607938e+00	1.023878605666084463e+00	1.522967619119538263e+00	1.203076017501876344e-01	1.871598615147585798e-01	1.766250402282984466e-01	6.414753612344717970e-01	5.570252708671938335e-02
5.737868934467233117e+00	9.137229471793469893e-01	1.710851455536194221e+00	1.255416507900439238e-01	1.947078406184678256e-01	1.857531779515224912e-01	2.232324626258824218e-01	5.607661109266130761e-02
5.742871435717859185e+00	8.053751139639560019e-01	1.888023258846201147e+00	1.317661335733434080e-01	2.040680664812357104e-01	1.877216155084752980e-01	2.418737856848710566e-01	5.649953881682108492e-02
5.747873936968484365e+00	7.366324134567703297e-01	1.980941749391383455e+00	1.378418462706188785e-01	2.145912990347862148e-01	1.929406668551252313e-01	1.668754399436531421e-01	5.698068504247120331e-02
5.752876438219109545e+00	6.909152366016170221e-01	2.025273181506338727e+00	1.429928364452178469e-01	2.253533497727620849e-01	1.978311765489843277e-01	3.129772572936270758e-02	5.752350162722863480e-02
5.757878939469734725e+00	6.545433302537907450e-01	2.049609807470211376e+00	1.471669954342482434e-01	2.358175432999653487e-01	2.026958898764685268e-01	1.478564645223145180e-01	5.812664491282236445e-02
5.762881440720359905e+00	6.218075203270788665e-01	2.065911059924383064e+00	1.505573881607350228e-01	2.457393324551769009e-01	2.028704788817301818e-01	1.604775993589804828e-01	5.878635610460516969e-02
5.767883941970985084e+00	5.904321596807349248e-01	2.078974132525246432e+00	1.533810809145389753e-01	2.550380409087481537e-01	1.974265754629878911e-01	2.121166960516546185e-02	5.949794102226929615e-02
5.772886443221610264e+00	5.595347653742605010e-01	2.090682165658494629e+00	1.558156498335046269e-01	2.637170042737458364e-01	1.972255387683066463e-01	1.067870786909340952e-01	6.025656125799188495e-02
5.777888944472236332e+00	5.288080347718839835e-01	2.101711726813106917e+00	1.579904356878896465e-01	2.718173965858928232e-01	2.006040332600110554e-01	3.411406732898736860e-01	6.105761497397497323e-02
5.782891445722861512e+00	4.981864027537795669e-01	2.112231619406249372e+00	1.599939297405257865e-01	2.793929129948662937e-01	1.962317028119816287e-01	1.609718388965883928e-01	6.189688698537895717e-02
5.787893946973486692e+00	4.677090927188762293e-01	2.122191853863125921e+00	1.618840270720830199e-01	2.864967802167707189e-01	1.929950459307308852e-01	3.067810708327332603e-01	6.277057666275308312e-02
5.792896448224111872e+00	4.374649944145142522e-01	2.131441601674974429e+00	1.636970166563273543e-01	2.931757369567212779e-01	1.935521214015859248e-01	5.367191319209618783e-02	6.367526634100534322e-02
5.797898949474737051e+00	4.075722149871081057e-01	2.139774532002868046e+00	1.654544033410296211e-01	2.994677515861714490e-01	1.882867909723369704e-01	6.749785842509967160e-02	6.460786477683963525e-02
5.802901450725362231e+00	3.781726204345361997e-01	2.146942723147959864e+00	1.671677175670752136e-01	3.054015945672393095e-01	1.969253874220389389e-01	3.739908741955445537e-01	6.556554349649815205e-02
5.807903951975987411e+00	3.494331213530228464e-01	2.152656502896471036e+00	1.688417364414626365e-01	3.109972036029016174e-01	1.976880129898422045e-01	2.080061234799043812e-01	6.654567434257573078e-02
5.812906453226613479e+00	3.215502787735422530e-01	2.156577508081921835e+00	1.704765385392600641e-01	3.162662640360829891e-01	1.793156568235240167e-01	3.517988018194129762e-01	6.754577125098794321e-02
5.817908954477238659e+00	2.947567486238925061e-01	2.158308178040033720e+00	1.720687279976202133e-01	3.212127097687487720e-01	1.829373919616324173e-01	2.364580915948657214e-01	6.856343652926598364e-02
5.822911455727863839e+00	2.693284963553871925e-01	2.157379962864015344e+00	1.736120892598564391e-01	3.258330140551564669e-01	1.919400438583048485e-01	4.217087161868421363e-01	6.959631053228583497e-02
5.827913956978489018e+00	2.455910675456185466e-01	2.153243710946043610e+00	1.750978547883654812e-01	3.301162480566544044e-01	1.770407531175040017e-01	2.188103730214698839e-01	7.064202325071657074e-02
5.832916458229114198e+00	2.239211191845930371e-01	2.145269663806003813e+00	1.765147635099891810e-01	3.340439955282381024e-01	1.830912078050878911e-01	2.616864619109260381e-01	7.169814646187566698e-02
5.837918959479739378e+00	2.047357069713933164e-01	2.132771492166413818e+00	1.778491042978805892e-01	3.375903764214907010e-01	1.777764307645063324e-01	3.483997336790291000e-01	7.276214619741708245e-02
5.842921460730365446e+00	1.884582051713294126e-01	2.115075419298818371e+00	1.790850172789131278e-01	3.407226524444715299e-01	1.761184087687902022e-01	5.015570149315008441e-01	7.383133770853962663e-02
5.847923961980990626e+00	1.754508811148451919e-01	2.091652384830441580e+00	1.802054228863074481e-01	3.434031500669468273e-01	1.816014521535191384e-01	5.320679259882145073e-01	7.490284878770268884e-02
5.852926463231615806e+00	1.659219035467126846e-01	2.062295576391619534e+00	1.811938561594588493e-01	3.455931845474460862e-01	1.743884855115954979e-01	5.066593383468812606e-01	7.597360236392923516e-02
5.857928964482240985e+00	1.598466669273380658e-01	2.027263179651441316e+00	1.820370307658325526e-01	3.472589013906489663e-01	1.749887461492621588e-01	6.366912818987426892e-01	7.704033120836609183e-02
5.862931465732866165e+00	1.569580456762922072e-01	1.987280337552199461e+00	1.827272402997845713e-01	3.483775238815122743e-01	1.766246860049958400e-01	6.915095009151550620e-01	7.809963269563505173e-02
5.867933966983491345e+00	1.568198612798855918e-01	1.943377649812503050e+00	1.832634498688684999e-01	3.489416312414984067e-01	1.716456977276326623e-01	7.815611397321364784e-01	7.914805782965375625e-02
5.872936468234116525e+00	1.589371287369237551e-01	1.896663532527040896e+00	1.836506242700268743e-01	3.489599682511516088e-01	1.690104823926040500e-01	8.211664839761756429e-01	8.018221560986613095e-02
5.877938969484742593e+00	1.628445102605518557e-01	1.848147790883565511e+00	1.838978603905214726e-01	3.484551716353657125e-01	1.633805130441602360e-01	9.593414329861185141e-01	8.119887040444094539e-02
5.882941470735367773e+00	1.681499191059841192e-01	1.798659695415411264e+00	1.840162859829056474e-01	3.474599520012301990e-01	1.658712260164680319e-01	8.906426977602064365e-01	8.219501721943413275e-02
5.887943971985992953e+00	1.745429030680699101e-01	1.748838150386319956e+00	1.840173872377309505e-01	3.460131842032730387e-01	1.663688797722195634e-01	9.707836579723773118e-01	8.316793030341830539e-02
5.892946473236618132e+00	1.817852738334793661e-01	1.699157074824678704e+00	1.839119613667266617e-01	3.441566781665892361e-01	1.626627388875801217e-01	1.022366188314167035e+00	8.411518766177973616e-02
5.897948974487243312e+00	1.896966267602016587e-01	1.649959900801387658e+00	1.837096007155140653e-01	3.419328304664894791e-01	1.645547897967526429e-01	1.136460204570811205e+00	8.503467733191096001e-02
5.902951475737868492e+00	1.981404833236640461e-01	1.601491593374337663e+00	1.834185378574367253e-01	3.393830695709912915e-01	1.594247442842420537e-01	1.336419850532504228e+00	8.592459100464912292e-02
5.907953976988493672e+00	2.070129875197613545e-01	1.553924498854523550e+00	1.830456969677439760e-01	3.365469052979859210e-01	1.554558007973467215e-01	1.380841994799105077e+00	8.678340963373221140e-02
5.912956478239119740e+00	2.162344742604398740e-01	1.507377561070063932e+00	1.825968362033283943e-01	3.334614102576372030e-01	1.599333648382122719e-01	1.405011543773393212e+00	8.760988485734039211e-02
5.917958979489744920e+00	2.257431301939985535e-01	1.461930758617725923e+00	1.820767231089897853e-01	3.301609685463456900e-01	1.599920027535166323e-01	1.284672584197418033e+00	8.840301813832612821e-02
5.922961480740370099e+00	2.354904514657075176e-01	1.417635450373831318e+00	1.814893085841874920e-01	3.266772129568584759e-01	1.491727765370226833e-01	1.454819607759116229e+00	8.916203927201860058e-02
5.927963981990995279e+00	2.454379466468704085e-01	1.374521889847494682e+00	1.808378817454405485e-01	3.230390685199613920e-01	1.512313279607599981e-01	1.463709262699713021e+00	8.988638523587848261e-02
5.932966483241620459e+00	2.555547082156730543e-01	1.332604755595410362e+00	1.801252026607428613e-01	3.192728583142280252e-01	1.529541965637847556e-01	1.620387136916966231e+00	9.057567986310370578e-02
5.937968984492245639e+00	2.658156613397830159e-01	1.291887135411204479e+00	1.793536137100657790e-01	3.154024487296220314e-01	1.401051747502692901e-01	1.570689898083930114e+00	9.122971458473987105e-02
5.942971485742871707e+00	2.762002507824665720e-01	1.252363504524101945e+00	1.785251284583220521e-01	3.114494063193219420e-01	1.540050355133673055e-01	1.743526803991865659e+00	9.184843054022538700e-02
5.947973986993496887e+00	2.866914698563518549e-01	1.214021917811847207e+00	1.776415050600318457e-01	3.074331630555989237e-01	1.443584126611082430e-01	1.741970630890875782e+00	9.243190193629022278e-02
5.952976488244122066e+00	2.972751146480441253e-01	1.176845682695738304e+00	1.767043042095960970e-01	3.033711764771230279e-01	1.401638018656038154e-01	1.815950645936969643e+00	9.298032077567228160e-02
5.957978989494747246e+00	3.079392231182187523e-01	1.140814604717586667e+00	1.757149367325639977e-01	2.992790867508270392e-01	1.448328618834063830e-01	1.875935945406628225e+00	9.349398280389348281e-02
5.962981490745372426e+00	3.186736408748928051e-01	1.105905940690560252e+00	1.746747018633378890e-01	2.951708653496161183e-01	1.428380967853790373e-01	1.844248570977181645e+00	9.397327465671542757e-02
5.967983991995997606e+00	3.294696833269500358e-01	1.072095128903589156e+00	1.735848176050347191e-01	2.910589539533927073e-01	1.339808668365688182e-01	1.971197207806236751e+00	9.441866216085267882e-02
5.972986493246622786e+00	3.403198704558359489e-01	1.039356351668133005e+00	1.724464456483974228e-01	2.869543945807586094e-01	1.385504445447261757e-01	1.844872346097967242e+00	9.483067967047169311e-02
5.977988994497248854e+00	3.512177166289715546e-01	1.007662971066574542e+00	1.712607118154036157e-01	2.828669507400183858e-01	1.391020331564746804e-01	2.018209642184738861e+00	9.520992036819084237e-02
5.982991495747874033e+00	3.621575612854238124e-01	9.769878707055037470e-01	1.700287224550460774e-01	2.788052191069793073e-01	1.338111476516285481e-01	2.054136607859757824e+00	9.555702747216202053e-02
5.987993996998499213e+00	3.731344401708159841e-01	9.473037044640005844e-01	1.687515774011287828e-01	2.747767326484124584e-01	1.405973399418885272e-01	2.027485195219238534e+00	9.587268631394682550e-02
5.992996498249124393e+00	3.841439669028168802e-01	9.185831230312783147e-01	1.674303816423068081e-01	2.707880562322692031e-01	1.307046857892611436e-01	2.059509235451694398e+00	9.615761708174540290e-02
5.997998999499749573e+00	3.951822492716219326e-01	8.907989204004033157e-01	1.660662537255526705e-01	2.668448741325928353e-01	1.369498503422693914e-01	2.099429795077588423e+00	9.641256835911428402e-02
6.003001500750374753e+00	4.062458147987619284e-01	8.639241604100982297e-01	1.646603329873609634e-01	2.629520706396242247e-01	1.329723604725842057e-01	2.094649474858124805e+00	9.663831127189211057e-02
6.008004002000999932e+00	4.173315483185514596e-01	8.379322771618719079e-01	1.632137854855420789e-01	2.591138043609801933e-01	1.287226644413397014e-01	2.182377398751059960e+00	9.683563419696085417e-02
6.013006503251626000e+00	4.284366430819303018e-01	8.127971451928071023e-01	1.617278083391645860e-01	2.553335761678812155e-01	1.264086207814541229e-01	2.298914533403013216e+00	9.700533805743297155e-02
6.018009004502251180e+00	4.395585580970380324e-01	7.884931367602163732e-01	1.602036332159565701e-01	2.516142916432999033e-01	1.242483208261697669e-01	2.212708889006938850e+00	9.714823209362588585e-02
6.023011505752876360e+00	4.506949817453614893e-01	7.649951658727548454e-01	1.586425290193330673e-01	2.479583185657550648e-01	1.298021721548155982e-01	2.453833042544373289e+00	9.726513006309779608e-02
6.028014007003501540e+00	4.618438023051121277e-01	7.422787178258908325e-01	1.570458036250297618e-01	2.443675393917567329e-01	1.231358739026898880e-01	2.342130864906408760e+00	9.735684688604126502e-02
6.033016508254126720e+00	4.730030817376923991e-01	7.203198724855655044e-01	1.554148050661116887e-01	2.408433996402683519e-01	1.241293548898139004e-01	2.322332761194884743e+00	9.742419563859286424e-02
6.038019009504751899e+00	4.841710344162849511e-01	6.990953174626765021e-01	1.537509219956582629e-01	2.373869518831911996e-01	1.194295316943548846e-01	2.311309204522773886e+00	9.746798492757367816e-02
6.043021510755377079e+00	4.953460099217895651e-01	6.785823532787571555e-01	1.520555835238857345e-01	2.339988956801285214e-01	1.226023746161158251e-01	2.277753407782409312e+00	9.748901661048073319e-02
6.048024012006003147e+00	5.065264720475332050e-01	6.587589084911336101e-01	1.503302591876656269e-01	2.306796164964678153e-01	1.229414792539631762e-01	2.360176511146680589e+00	9.748808357427732330e-02
6.053026513256628327e+00	5.177109902648140416e-01	6.396035272812098382e-01	1.485764575032401946e-01	2.274292174801628152e-01	1.203684067243168399e-01	2.452948306578185633e+00	9.746596816178633438e-02
6.058029014507253507e+00	5.288982230578644916e-01	6.210953766512856689e-01	1.467957251658963957e-01	2.242475527291284132e-01	1.220367468393769445e-01	2.505647716387464197e+00	9.742344042697030637e-02
