t	S1	S2	S3	S4	S5	S6	S7
2.251125562781390421e+00	8.561567195010991727e-01	1.752326897253669857e+00	1.266905578923506193e-01	1.968647380394895341e-01	1.947563837881831628e-01	4.248034680373461436e-01	5.610562144799298434e-02
2.256128064032016045e+00	7.598307852044182686e-01	1.904346738809677531e+00	1.328773389841610697e-01	2.064674771301042155e-01	1.977360397027800032e-01	1.287618543708259899e-01	5.654296507171422542e-02
2.261130565282641225e+00	6.991135099642905582e-01	1.980924485267717028e+00	1.386564663685878052e-01	2.169532976117837242e-01	1.966480107487387774e-01	1.084831089824886130e-01	5.703892710748152683e-02
2.266133066533266405e+00	6.565683126153760707e-01	2.019022843202451956e+00	1.434908875084792423e-01	2.275185556681446064e-01	2.021009324391342954e-01	2.790876835407430367e-01	5.759550746295018925e-02
2.271135567783892029e+00	6.215137616954136135e-01	2.040998815962888457e+00	1.474121475674533832e-01	2.377216435341148459e-01	2.032284253670219309e-01	1.826973602014254072e-01	5.821068833514091156e-02
2.276138069034517208e+00	5.894647551979852462e-01	2.056272911676955140e+00	1.506183526893089819e-01	2.473669209614181852e-01	2.035242908168279075e-01	1.473460149309648581e-01	5.888049945680944725e-02
2.281140570285142388e+00	5.585939429130301059e-01	2.068712226099401974e+00	1.533114804104225848e-01	2.563962890511432557e-01	1.973187960504720895e-01	1.633414968274886914e-01	5.960026024944482109e-02
2.286143071535768012e+00	5.281835513258090753e-01	2.079858980626887455e+00	1.556526030940418304e-01	2.648216551111229888e-01	2.006325792141271103e-01	1.282802396897357866e-01	6.036524119032728175e-02
2.291145572786393192e+00	4.979876238548908152e-01	2.090264369631958719e+00	1.577578560363381288e-01	2.726856603151829317e-01	2.033002559618384830e-01	2.361258951571851561e-01	6.117097729264736605e-02
2.296148074037018372e+00	4.679653031309244371e-01	2.100048914616470697e+00	1.597062239392154914e-01	2.800401160066796069e-01	1.968150445436874230e-01	4.575783468089397732e-02	6.201338530922684278e-02
2.301150575287643552e+00	4.381688952222420608e-01	2.109139515188045433e+00	1.615490610658571469e-01	2.869349757736868178e-01	1.959701045402064135e-01	1.893508700377236065e-01	6.288877713732211883e-02
2.306153076538269175e+00	4.086981528556725696e-01	2.117367904437801318e+00	1.633182223133971822e-01	2.934132790926082812e-01	1.908298952487634814e-01	2.663104256890478916e-01	6.379382306933971403e-02
2.311155577788894355e+00	3.796834163945304041e-01	2.124508600607546427e+00	1.650321733617327591e-01	2.995092896965595997e-01	1.897250830329382243e-01	3.186216432239389329e-01	6.472549444488050197e-02
2.316158079039519535e+00	3.512816291049823403e-01	2.130289875045732195e+00	1.667002728943242640e-01	3.052482007426455812e-01	1.912715146804500888e-01	3.433868874234126678e-01	6.568100089368078542e-02
2.321160580290145159e+00	3.236783683154628721e-01	2.134392209908344107e+00	1.683256211692651105e-01	3.106464865738921000e-01	1.883796237179007904e-01	2.175772613021695334e-01	6.665772908978598310e-02
2.326163081540770339e+00	2.970928827807050032e-01	2.136440663637009685e+00	1.699068540795966031e-01	3.157124025282183610e-01	1.864077832509805910e-01	3.985643768305110468e-01	6.765318538832569562e-02
2.331165582791395519e+00	2.717845122632444044e-01	2.135994611218177575e+00	1.714391929342418963e-01	3.204463840017826581e-01	1.895147044677068515e-01	3.194905076062513616e-01	6.866494232436162748e-02
2.336168084042021142e+00	2.480587979129280085e-01	2.132538329501996621e+00	1.729149816438572684e-01	3.248412537554986601e-01	1.787474624239048793e-01	3.139938887007367452e-01	6.969058790996615627e-02
2.341170585292646322e+00	2.262701360368445658e-01	2.125478634051763294e+00	1.743239131384046181e-01	3.288822696327518003e-01	1.853807486001937954e-01	2.743808124611777921e-01	7.072767646240206429e-02
2.346173086543271502e+00	2.068148293537400428e-01	2.114161429372477308e+00	1.756531444676568132e-01	3.325471963944373055e-01	1.877441024494571897e-01	3.247374265489214040e-01	7.177368051307095320e-02
2.351175587793896682e+00	1.901047153613663887e-01	2.097925844143156748e+00	1.768875636767352488e-01	3.358067934588959136e-01	1.769990987224141499e-01	4.478009061799826940e-01	7.282594484287210901e-02
2.356178089044522306e+00	1.765111921305155263e-01	2.076214597646095061e+00	1.780105477948679682e-01	3.386263474319617939e-01	1.757856412151677095e-01	2.771509440582873851e-01	7.388164746602436661e-02
2.361180590295147486e+00	1.662810315896992575e-01	2.048735747284935460e+00	1.790055366444131546e-01	3.409689525587515924e-01	1.796218340484952991e-01	5.669247387798789228e-01	7.493777638443836764e-02
2.366183091545772665e+00	1.594538908446609671e-01	2.015615071583253926e+00	1.798583939882201499e-01	3.428006971179852758e-01	1.734461455866397883e-01	5.455760496696244743e-01	7.599113429985918100e-02
2.371185592796398289e+00	1.558321861457240831e-01	1.977439838750620904e+00	1.805598864766483624e-01	3.440967150327934321e-01	1.729556308898971551e-01	6.769701670445319452e-01	7.703838039155201656e-02
2.376188094047023469e+00	1.550313013637779624e-01	1.935143167196192060e+00	1.811071730646688638e-01	3.448459746156618544e-01	1.714492571154748735e-01	5.871047597279107633e-01	7.807610767098691062e-02
2.381190595297648649e+00	1.565801035167001531e-01	1.889793976278925758e+00	1.815036194641666822e-01	3.450530287914902461e-01	1.755682469046407623e-01	7.129615195539218409e-01	7.910094081381523201e-02
2.386193096548274273e+00	1.600144929807124916e-01	1.842408406504805640e+00	1.817572414616717702e-01	3.447366050554200312e-01	1.742577742168874844e-01	8.552878617926515936e-01	8.010963307846463710e-02
2.391195597798899453e+00	1.649315301883790830e-01	1.793845571282239426e+00	1.818786507763301696e-01	3.439262623992294654e-01	1.622942528572717258e-01	9.661852467634255426e-01	8.109914564119925784e-02
2.396198099049524632e+00	1.710060877012322955e-01	1.744780628070464079e+00	1.818792734244927545e-01	3.426586052861482212e-01	1.640820748975483079e-01	9.938864686855579667e-01	8.206670191003651027e-02
2.401200600300149812e+00	1.779858813169061249e-01	1.695721293810351415e+00	1.817701354381162926e-01	3.409739536437789154e-01	1.603517870882938956e-01	1.020720837786867286e+00	8.300981785736265273e-02
2.406203101550775436e+00	1.856785943624363333e-01	1.647039268600534401e+00	1.815612127866776948e-01	3.389138337282657787e-01	1.680643035058072832e-01	1.072746812542233030e+00	8.392631289050832277e-02
2.411205602801400616e+00	1.939382729031649266e-01	1.599001958159141701e+00	1.812611796805930486e-01	3.365192549382917120e-01	1.574202622799526774e-01	1.206783424988610243e+00	8.481430701486318557e-02
2.416208104052025796e+00	2.026537721888526933e-01	1.551799009822070197e+00	1.808773998210972678e-01	3.338296216244204806e-01	1.625402508899065068e-01	1.239441799010656764e+00	8.567220904870591347e-02
2.421210605302651420e+00	2.117398050797233977e-01	1.505562765405533465e+00	1.804160407180613046e-01	3.308821019777919981e-01	1.592484833642281161e-01	1.284969457235817236e+00	8.649869958736595976e-02
2.426213106553276599e+00	2.211302665804960599e-01	1.460383485782334789e+00	1.798822368492891677e-01	3.277113084853572889e-01	1.498287615283612761e-01	1.442035427402905468e+00	8.729271122179094178e-02
2.431215607803901779e+00	2.307733513365769484e-01	1.416320486545021629e+00	1.792802606469839355e-01	3.243491804371294029e-01	1.546344123269978721e-01	1.437632145403905826e+00	8.805340770258159033e-02
2.436218109054527403e+00	2.406279996582450509e-01	1.373410245893982085e+00	1.786136805783475889e-01	3.208249928559300801e-01	1.478809998413141702e-01	1.497273517304280377e+00	8.878016310960808177e-02
2.441220610305152583e+00	2.506613099980062875e-01	1.331672307284959444e+00	1.778854988990010155e-01	3.171654418972393863e-01	1.476176154055583167e-01	1.543276521129855805e+00	8.947254165424201044e-02
2.446223111555777763e+00	2.608466303921049279e-01	1.291113629396605011e+00	1.770982665315715687e-01	3.133947707621043688e-01	1.490572651337256083e-01	1.576436454068981252e+00	9.013027852630466075e-02
2.451225612806402943e+00	2.711621504253936554e-01	1.251731786932593682e+00	1.762541783682196328e-01	3.095349192610367117e-01	1.489519775571488402e-01	1.713879844390567619e+00	9.075326190511083524e-02
2.456228114057028566e+00	2.815898493377913536e-01	1.213517352950910677e+00	1.753551508926153857e-01	3.056056820672073959e-01	1.388414796952100461e-01	1.777606063724889607e+00	9.134151623195763126e-02
2.461230615307653746e+00	2.921147019580956350e-01	1.176455686102050535e+00	1.744028839392985364e-01	3.016248663338462754e-01	1.388421905735378048e-01	1.678940212208454019e+00	9.189518680479376311e-02
2.466233116558278926e+00	3.027240734345442164e-01	1.140528281904549024e+00	1.733989114879683213e-01	2.976084464537948615e-01	1.414517743915290893e-01	1.896358772084002720e+00	9.241452558080752444e-02
2.471235617808904550e+00	3.134072515602567832e-01	1.105713805490115664e+00	1.723446421476170498e-01	2.935707111685159632e-01	1.455968317099030351e-01	1.838260142369708694e+00	9.289987819152693838e-02
2.476238119059529730e+00	3.241550913578863380e-01	1.071988864506072225e+00	1.712413915626121719e-01	2.895244029765925431e-01	1.444485279368724895e-01	1.862813041117504342e+00	9.335167209003975008e-02
2.481240620310154910e+00	3.349597232939794389e-01	1.039328635325658778e+00	1.700904094312848391e-01	2.854808480594287490e-01	1.344015122204983148e-01	1.951546116062103042e+00	9.377040572607520108e-02
2.486243121560780533e+00	3.458143329068354976e-01	1.007707323532915034e+00	1.688929007858652187e-01	2.814500778214267807e-01	1.366502098080464023e-01	1.834717852148407324e+00	9.415663871971081955e-02
2.491245622811405713e+00	3.567129815017294758e-01	9.770985300637961002e-01	1.676500435622588492e-01	2.774409414610966573e-01	1.349211751653243141e-01	2.052440585683280361e+00	9.451098293039893183e-02
2.496248124062030893e+00	3.676504619557869891e-01	9.474755370900894702e-01	1.663630029170607150e-01	2.734612100239014465e-01	1.322365048236706642e-01	2.177496740410959308e+00	9.483409436193405984e-02
2.501250625312656073e+00	3.786221820241941205e-01	9.188115309183866319e-01	1.650329426805248745e-01	2.695176723198971502e-01	1.379636522099792484e-01	2.132798246302548772e+00	9.512666584691477356e-02
2.506253126563281697e+00	3.896240696563945116e-01	8.910797750104441084e-01	1.636610348430485029e-01	2.656162235478323197e-01	1.270605437631114054e-01	2.198522007876719808e+00	9.538942042631301521e-02
2.511255627813906877e+00	4.006524949815283843e-01	8.642537456320166234e-01	1.622484671202241158e-01	2.617619467156109270e-01	1.262675649439614078e-01	1.970111271783337781e+00	9.562310538771606749e-02
2.516258129064532056e+00	4.117042046669538990e-01	8.383072400728180940e-01	1.607964491165416732e-01	2.579591876950367846e-01	1.245476542004127080e-01	2.194465398324891847e+00	9.582848688012894633e-02
2.521260630315157680e+00	4.227762722475397195e-01	8.132144490685685456e-01	1.593062167781424954e-01	2.542116234901466432e-01	1.362711834215057094e-01	2.216199012228746934e+00	9.600634515342711117e-02
2.526263131565782860e+00	4.338660480984983248e-01	7.889500317824587050e-01	1.577790365392216232e-01	2.505223262606894874e-01	1.253666621988420160e-01	2.382463431229439266e+00	9.615747014673790838e-02
2.531265632816408040e+00	4.449711257829496169e-01	7.654891538919970095e-01	1.562162077181396269e-01	2.468938205626576565e-01	1.286952954878585187e-01	2.129149172293244074e+00	9.628265770407276603e-02
2.536268134067033664e+00	4.560893067374475751e-01	7.428075307209990319e-01	1.546190648053406558e-01	2.433281374598314506e-01	1.239040493104217322e-01	2.200520696775300156e+00	9.638270604695146904e-02
2.541270635317658844e+00	4.672185768236231107e-01	7.208814444599225268e-01	1.529889783907750767e-01	2.398268624790128312e-01	1.219834288484687168e-01	2.228484009866793958e+00	9.645841279558914350e-02
2.546273136568284023e+00	4.783570803482519729e-01	6.996877685661915258e-01	1.513273561095556108e-01	2.363911811035592503e-01	1.158917964007275397e-01	2.375505981887293228e+00	9.651057218035341556e-02
2.551275637818909203e+00	4.895031019818868456e-01	6.792039750279662558e-01	1.496356425068476048e-01	2.330219194244885494e-01	1.226417475023764553e-01	2.400603658226904802e+00	9.653997268696209999e-02
2.556278139069534827e+00	5.006550492516568251e-01	6.594081416625132697e-01	1.479153186396440500e-01	2.297195817739075829e-01	1.217736212783994548e-01	2.465022363825477125e+00	9.654739494714745240e-02
2.561280640320160007e+00	5.118114374106728093e-01	6.402789549507243994e-01	1.461679013754723089e-01	2.264843855188326538e-01	1.169527084132431505e-01	2.373705471794267385e+00	9.653360986775137709e-02
2.566283141570785187e+00	5.229708774826923312e-01	6.217957068555948208e-01	1.443949420640199544e-01	2.233162921222891228e-01	1.267675903462756049e-01	2.233317850119691972e+00	9.649937707772390794e-02
2.571285642821410811e+00	5.341320641595438401e-01	6.039382929734545824e-01	1.425980250860972853e-01	2.202150366148494520e-01	1.211269039157688993e-01	2.402222663453469576e+00	9.644544349450399900e-02
2.576288144072035990e+00	5.452937663963516313e-01	5.866872055540509612e-01	1.407787659696831950e-01	2.171801539201012599e-01	1.201424764413999841e-01	2.331013510193842286e+00	9.637254215766637155e-02
2.581290645322661170e+00	5.564548190593197052e-01	5.700235251899697930e-01	1.389388092183050649e-01	2.142110028255981846e-01	1.107121236370860601e-01	2.435253437875675608e+00	9.628139125283974309e-02
2.586293146573286350e+00	5.676141169882981119e-01	5.539289081228994105e-01	1.370798257260234521e-01	2.113067868515229875e-01	1.023624474448088517e-01	2.587037249186779686e+00	9.617269339536804740e-02
2.591295647823911974e+00	5.787706038241416939e-01	5.383855857886080676e-01	1.352035108569020483e-01	2.084665783340690359e-01	1.147184565477067653e-01	2.561858957462448849e+00	9.604713459738774273e-02
2.596298149074537154e+00	5.899232706754281574e-01	5.233763438734795326e-01	1.333115809705418542e-01	2.056893328164564050e-01	1.085121595447288284e-01	2.459526598234525352e+00	9.590538409706506062e-02
2.601300650325162334e+00	6.010711482472580469e-01	5.088845160078057095e-01	1.314057709480912495e-01	2.029739085884700034e-01	1.157000647647957181e-01	2.482085327897870286e+00	9.574809369758857658e-02
2.606303151575787957e+00	6.122133026259483080e-01	4.948939706429776320e-01	1.294878310156807322e-01	2.003190814667835939e-01	1.115018818287866476e-01	2.372179910227008914e+00	9.557589751560377489e-02
2.611305652826413137e+00	6.233488321220712614e-01	4.813890964074129530e-01	1.275595233780524584e-01	1.977235577428851643e-01	1.072944427618308660e-01	2.453181995476070298e+00	9.538941187183161419e-02
2.616308154077038317e+00	6.344768613673578139e-01	4.683547936990078986e-01	1.256226193993495999e-01	1.951859895289296265e-01	1.035493297332108209e-01	2.533494990092200805e+00	9.518923493863955254e-02
2.621310655327663941e+00	6.455965400305713198e-01	4.557764576964708492e-01	1.236788957390348581e-01	1.927049835819962809e-01	1.079470443685499048e-01	2.565902660924811229e+00	9.497594696530205216e-02
2.626313156578289121e+00	6.567070381070858609e-01	4.436399686541674936e-01	1.217301313474776769e-01	1.902791145707747045e-01	1.068018488078073536e-01	2.564660999416011222e+00	9.475011008270146917e-02
2.631315657828914301e+00	6.678075438313485490e-01	4.319316778392654488e-01	1.197781037812115645e-01	1.879069334881530162e-01	1.045907149720621404e-01	2.605645984098422296e+00	9.451226851820858366e-02
2.636318159079539480e+00	6.788972610840200428e-01	4.206383948625450619e-01	1.178245857642319233e-01	1.855869764842993930e-01	1.049877442780067366e-01	2.632046881021677720e+00	9.426294874937213297e-02
2.641320660330165104e+00	6.899754064064737014e-01	4.097473762427836785e-01	1.158713419343943285e-01	1.833177739093876935e-01	9.774160595433331600e-02	2.590895434073767323e+00	9.400265961707382489e-02
2.646323161580790284e+00	7.010412076752634558e-01	3.992463116810381907e-01	1.139201250204324306e-01	1.810978560218077793e-01	1.016704371709457044e-01	2.535050551366484495e+00	9.373189272474212463e-02
2.651325662831415464e+00	7.120939012750022723e-01	3.891233132043638854e-01	1.119726727658270776e-01	1.789257611903481981e-01	1.019677546657906525e-01	2.587420649916184257e+00	9.345112257987769899e-02
2.656328164082041088e+00	7.231327307916280978e-01	3.793669024293106484e-01	1.100307042433927018e-01	1.768000405649965134e-01	9.648681887180507455e-02	2.546834182248332912e+00	9.316080704012459635e-02
2.661330665332666268e+00	7.341569449932499047e-01	3.699659992548325893e-01	1.080959166867577342e-01	1.747192642424107156e-01	1.005869018313259450e-01	2.564463972925758117e+00	9.286138760471773779e-02
2.666333166583291447e+00	7.451657962261940549e-01	3.609099104346163989e-01	1.061699821876878752e-01	1.726820260488276804e-01	1.023280203183998815e-01	2.663710234536956545e+00	9.255328980625548985e-02
2.671335667833917071e+00	7.561585393547738398e-01	3.521883178345592280e-01	1.042545441986423571e-01	1.706869466268561841e-01	9.124655182973984147e-02	2.639097016826462028e+00	9.223692372978606335e-02
2.676338169084542251e+00	7.671344296100961468e-01	3.437912683626823118e-01	1.023512149857473269e-01	1.687326791944372129e-01	9.964650032612279440e-02	2.673902949970429432e+00	9.191268425950033238e-02
2.681340670335167431e+00	7.780927216775620492e-01	3.357091628674898631e-01	1.004615722947510281e-01	1.668179118163611585e-01	1.015224460272503848e-01	2.506467991994477895e+00	9.158095163249845017e-02
2.686343171585792611e+00	7.890326686060332717e-01	3.279327455709017958e-01	9.858715633526515809e-02	1.649413699315942505e-01	9.664669694907129793e-02	2.613692313275936652e+00	9.124209194155841196e-02
2.691345672836418235e+00	7.999535201682214103e-01	3.204530942905502444e-01	9.672946743956566118e-02	1.631018202227707825e-01	9.926649808160638300e-02	2.699909849530425898e+00	9.089645748125498026e-02
2.696348174087043414e+00	8.108545221535662373e-01	3.132616103103103566e-01	9.488996302279217865e-02	1.612980715766910988e-01	8.962271478950946391e-02	2.603758242854344207e+00	9.054438735028974561e-02
2.701350675337668594e+00	8.217349151953813324e-01	3.063500088453367520e-01	9.307005522366976202e-02	1.595289773414646783e-01	9.009921316465829833e-02	2.606599596079639536e+00	9.018620790323662872e-02
2.706353176588294218e+00	8.325939335193651702e-01	2.997103098317312475e-01	9.127110886136589885e-02	1.577934377692412626e-01	9.590040734577628956e-02	2.615835728527675652e+00	8.982223316026226312e-02
2.711355677838919398e+00	8.434308043200955396e-01	2.933348287337688154e-01	8.949443883279212253e-02	1.560904000300740169e-01	9.432158764074281831e-02	2.754299841953323114e+00	8.945276541995592079e-02
2.716358179089544578e+00	8.542447466203001438e-01	2.872161677607421582e-01	8.774130843771178745e-02	1.544188599630687275e-01	8.918368452343684860e-02	2.690611059060034282e+00	8.907809567425602204e-02
2.721360680340170202e+00	8.650349703662815193e-01	2.813472073231849113e-01	8.601292759214179684e-02	1.527778628480239709e-01	9.033638334720332785e-02	2.536445383014549471e+00	8.869850409436720595e-02
2.726363181590795381e+00	8.758006757262760678e-01	2.757210977662285512e-01	8.431045094864847433e-02	1.511665033350406140e-01	8.964806503005932903e-02	2.666379275062400467e+00	8.831426057747414349e-02
2.731365682841420561e+00	8.865410520726882959e-01	2.703312512247818544e-01	8.263497671386110799e-02	1.495839263699210164e-01	8.888839578162868738e-02	2.688990612908108702e+00	8.792562515817251012e-02
2.736368184092045741e+00	8.972552772691959611e-01	2.651713338786230167e-01	8.098754526583741564e-02	1.480293268745657975e-01	9.070536340507454054e-02	2.496670271696437293e+00	8.753284852107968972e-02
2.741370685342671365e+00	9.079425169300348042e-01	2.602352584071374042e-01	7.936913804344011836e-02	1.465019494451248738e-01	8.844621224819193550e-02	2.809160868900127284e+00	8.713617248399577186e-02
2.746373186593296545e+00	9.186019235323804599e-01	2.555171765068366962e-01	7.778067691443669995e-02	1.450010886939366583e-01	8.369589221697573689e-02	2.513173381851145471e+00	8.673583039250495896e-02
2.751375687843921725e+00	9.292326357929735492e-01	2.510114719260640448e-01	7.622302332239982992e-02	1.435260881286433698e-01	9.137317105383270521e-02	2.648490052178290366e+00	8.633204762616995820e-02
2.756378189094547349e+00	9.398337779192764696e-01	2.467127535233067104e-01	7.469697787081060192e-02	1.420763395886691094e-01	8.867275665059574929e-02	2.407995520560932246e+00	8.592504202351960996e-02
2.761380690345172528e+00	9.504044588382249970e-01	2.426158484622902012e-01	7.320328015129549948e-02	1.406512826558222462e-01	8.932466935442133493e-02	2.620387848355796745e+00	8.551502427947556273e-02
2.766383191595797708e+00	9.609437716023516707e-01	2.387157959431555621e-01	7.174260858328602997e-02	1.392504032445754381e-01	8.713569758328955361e-02	2.567336001126152123e+00	8.510219840253915868e-02
2.771385692846423332e+00	9.714507926523885395e-01	2.350078407935329294e-01	7.031558056681951052e-02	1.378732328090558623e-01	8.000624193050785704e-02	2.590199140745121476e+00	8.468676208634624836e-02
2.776388194097048512e+00	9.819245811466538187e-01	2.314874273938781757e-01	6.892275280644936941e-02	1.365193471256225255e-01	8.457229276012820374e-02	2.581265139802101594e+00	8.426890709381633371e-02
2.781390695347673692e+00	9.923641783541425898e-01	2.281501938945016683e-01	6.756462177873802377e-02	1.351883646318904064e-01	8.698914868575376158e-02	2.476339897522262135e+00	8.384881965946928972e-02
2.786393196598298871e+00	1.002768606968464704e+00	2.249919666217335690e-01	6.624162464201210909e-02	1.338799452628202658e-01	8.401565485752506002e-02	2.605972456048681440e+00	8.342668079634874001e-02
2.791395697848924495e+00	1.013136870465934036e+00	2.220087541406346177e-01	6.495413963161145166e-02	1.325937890157244947e-01	7.934455315805589992e-02	2.457667666611440094e+00	8.300266668904650313e-02
2.796398199099549675e+00	1.023467952522002067e+00	2.191967425196700570e-01	6.370248761425156836e-02	1.313296338837660338e-01	7.425372336183420907e-02	2.657807283579655788e+00	8.257694899103332209e-02
2.801400700350174855e+00	1.033760816321178888e+00	2.165522897486455434e-01	6.248693287397062701e-02	1.300872546283859676e-01	8.234294467051543609e-02	2.536741079387635267e+00	8.214969513316178196e-02
2.806403201600800479e+00	1.044014404008793084e+00	2.140719210268516581e-01	6.130768472287789761e-02	1.288664605415426601e-01	7.889322562077957790e-02	2.515617421721444202e+00	8.172106864485231825e-02
2.811405702851425659e+00	1.054227636062863516e+00	2.117523239196378027e-01	6.016489893147116547e-02	1.276670937510631099e-01	8.154333054794850322e-02	2.660033461455362680e+00	8.129122942526331719e-02
2.816408204102050838e+00	1.064399410614945252e+00	2.095903438106681560e-01	5.905867930729991749e-02	1.264890279566972808e-01	7.887086999540612875e-02	2.524534322769029782e+00	8.086033393461183882e-02
2.821410705352676462e+00	1.074528602909053276e+00	2.075829786936443933e-01	5.798907896908984949e-02	1.253321660315620534e-01	8.396929694718222037e-02	2.660676339830283954e+00	8.042853558394925939e-02
2.826413206603301642e+00	1.084614064681495238e+00	2.057273752104949449e-01	5.695610246203115096e-02	1.241964382249790833e-01	7.504619146144267394e-02	2.487936422251248558e+00	7.999598490906406623e-02
2.831415707853926822e+00	1.094654623565165519e+00	2.040208260270507112e-01	5.595970893895239884e-02	1.230818000727752631e-01	8.732712192718110333e-02	2.615654440510660539e+00	7.956282960860967812e-02
2.836418209104552002e+00	1.104649082461679699e+00	2.024607629998812497e-01	5.499981205425111958e-02	1.219882308438436230e-01	7.696889055755740117e-02	2.487623984351786888e+00	7.912921504877314105e-02
2.841420710355177626e+00	1.114596218946336537e+00	2.010447546183339318e-01	5.407628306622543762e-02	1.209157314333603600e-01	8.345921110127731135e-02	2.556990956964702022e+00	7.869528430586071599e-02
2.846423211605802805e+00	1.124494784674851866e+00	1.997705039634336821e-01	5.318895423069452955e-02	1.198643222027702404e-01	7.641895528938255633e-02	2.589070549747789940e+00	7.826117815941489864e-02
2.851425712856427985e+00	1.134343504760331411e+00	1.986358417791981024e-01	5.233761886843099620e-02	1.188340414040239962e-01	8.010444552723240685e-02	2.509063164954588920e+00	7.782703559097331469e-02
2.856428214107053609e+00	1.144141077149672947e+00	1.976387248538536423e-01	5.152203466862768921e-02	1.178249435143355894e-01	7.162733914522208256e-02	2.453334318041058282e+00	7.739299372126764998e-02
2.861430715357678789e+00	1.153886171991231224e+00	1.967772337661819193e-01	5.074192650570418656e-02	1.168370977279207662e-01	7.633457528159241778e-02	2.390702429209598634e+00	7.695918781116560525e-02
2.866433216608303969e+00	1.163577431059743539e+00	1.960495667409156428e-01	4.999698752885234354e-02	1.158705855688263869e-01	8.029185103392141865e-02	2.476653670018066133e+00	7.652575169605566052e-02
2.871435717858929593e+00	1.173213467071964056e+00	1.954540386282768716e-01	4.928688224005394608e-02	1.149254996737291007e-01	8.022785654681925671e-02	2.316586472497079718e+00	7.609281766307110506e-02
2.876438219109554773e+00	1.182792863038541809e+00	1.949890783213008572e-01	4.861124899035796504e-02	1.140019422182340092e-01	8.525441786542492517e-02	2.502311821076099285e+00	7.566051649693658621e-02
2.881440720360179952e+00	1.192314171703676040e+00	1.946532235324126281e-01	4.796970171432021063e-02	1.131000227438201805e-01	7.725716211198305206e-02	2.333919507261010384e+00	7.522897779956556896e-02
2.886443221610805132e+00	1.201775914791942457e+00	1.944451199814455356e-01	4.736183248822522368e-02	1.122198573032926194e-01	7.803470001348665475e-02	2.423738135376066971e+00	7.479832986262710537e-02
2.891445722861430756e+00	1.211176582331666030e+00	1.943635189751807824e-01	4.678721384859468868e-02	1.113615670824447956e-01	7.261544416879697761e-02	2.392111427266466972e+00	7.436869970172481359e-02
2.896448224112055936e+00	1.220514632048947945e+00	1.944072735761893933e-01	4.624540096421252827e-02	1.105252765719140634e-01	7.460286578409380809e-02	2.594934296230265502e+00	7.394021322973440280e-02
2.901450725362681116e+00	1.229788488567655547e+00	1.945753371491364958e-01	4.573593348864843366e-02	1.097111132010899492e-01	8.131496686734872303e-02	2.544017389707670773e+00	7.351299520229830076e-02
2.906453226613306740e+00	1.238996542813339374e+00	1.948667601311878383e-01	4.525833809783250811e-02	1.089192053167836877e-01	8.465907713868107975e-02	2.347387543965911316e+00	7.308716932868852822e-02
2.911455727863931919e+00	1.248137151172133752e+00	1.952806888412196851e-01	4.481213019474441367e-02	1.081496817113086900e-01	7.744667464393614753e-02	2.353033029820974953e+00	7.266285821524225141e-02
2.916458229114557099e+00	1.257208634787209123e+00	1.958163630821870838e-01	4.439681604070068455e-02	1.074026704280885008e-01	8.231110885597481275e-02	2.404463441174860439e+00	7.224018340268391347e-02
2.921460730365182723e+00	1.266209278840039198e+00	1.964731136834803327e-01	4.401189479549988404e-02	1.066782976362774527e-01	8.827145531223275221e-02	2.276915162086893485e+00	7.181926541370267647e-02
2.926463231615807903e+00	1.275137331599714541e+00	1.972503616772393054e-01	4.365685974980942213e-02	1.059766876838502403e-01	7.820842330568152090e-02	2.345957536323855841e+00	7.140022368580298262e-02
2.931465732866433083e+00	1.283991003824030308e+00	1.981476153075750479e-01	4.333120086498942064e-02	1.052979613418556920e-01	7.414209933354505566e-02	2.439704394835452206e+00	7.098317664655044712e-02
2.936468234117058262e+00	1.292768467706343571e+00	1.991644694959495698e-01	4.303440568639899100e-02	1.046422361611395735e-01	8.149828159077401879e-02	2.405158766082229782e+00	7.056824164702950319e-02
2.941470735367683886e+00	1.301467856137775048e+00	2.003006037035617581e-01	4.276596134862532123e-02	1.040096254596920011e-01	7.570622195138733412e-02	2.083768797567226994e+00	7.015553498026516621e-02
2.946473236618309066e+00	1.310087261745115805e+00	2.015557803169508444e-01	4.252535621838750973e-02	1.034002377584779392e-01	7.595929635566138483e-02	2.360012404486723003e+00	6.974517187685447261e-02
2.951475737868934246e+00	1.318624736135911801e+00	2.029298447253252147e-01	4.231208008605349263e-02	1.028141772262747000e-01	7.827729417584369798e-02	2.337323452562267256e+00	6.933726646525348314e-02
2.956478239119559870e+00	1.327078288514674576e+00	2.044227217143987085e-01	4.212562763928878046e-02	1.022515421254677620e-01	8.107117668012527034e-02	2.313496355282354866e+00	6.893193178536435872e-02
2.961480740370185050e+00	1.335445884956041551e+00	2.060344167032128471e-01	4.196549758037459305e-02	1.017124260310464656e-01	8.143280560842905413e-02	2.183832419284549076e+00	6.852927974380870757e-02
2.966483241620810229e+00	1.343725447648047577e+00	2.077650136967299499e-01	4.183119462915084463e-02	1.011969168738954816e-01	8.476734507248664952e-02	2.309421353977871405e+00	6.812942111856445937e-02
2.971485742871435853e+00	1.351914852857723170e+00	2.096146743570428128e-01	4.172223096553631660e-02	1.007050972014209012e-01	8.557157429246603497e-02	2.111626295040016199e+00	6.773246552342566951e-02
